Place Name,Room Type,Accommodates,Price,Rating,Num_Reviews,First Review,Last Review,Availability,Instant Book,Neighborhood ID,District,Neighborhood,Host ID,Host Name,Email,Date Joined,Host Location,Response Time,Response Rate,Acceptance Rate,Superhost,Listing Age (days),Days Since Last Review,Host Tenure (years)
Beautiful & Quiet Williamsburg Apt,Entire place,3,100.0,4.88,104,2011-06-22,2019-03-18,227,False,12,Brooklyn,Williamsburg,265,Peter J. Spears,peters62@outlook.com,2011-06-06,"New York, New York, United States",A few days or more,22.0,0.0,False,3206,380,8.8
"Spacious,Sunny, private one bedroom",Entire place,2,70.0,4.34,76,2011-09-11,2020-01-29,73,False,9,Brooklyn,Crown Heights,267,Ronald C. York,ronaldyork@yahoo.com,2011-06-08,"New York, New York, United States",Within a few hours,80.0,48.0,False,3125,63,8.8
LUXURY OF THE HORIZON,Entire place,5,259.0,4.75,20,2011-07-03,2019-10-25,365,False,16,Manhattan,Harlem,251,Greg S. Patel,gregspatel@yahoo.com,2011-05-23,"New York, New York, United States",Within an hour,100.0,96.0,True,3195,159,8.9
Garage Designer Loft,Entire place,6,235.0,4.91,78,2012-08-30,2019-10-27,352,False,12,Brooklyn,Williamsburg,276,Kimberly C. Mays,kcmays32@gmail.com,2011-06-18,"New York, New York, United States",Within a day,60.0,27.0,False,2771,157,8.8
Best City Area Columbia U Upper West Side C Park,Entire place,4,156.0,4.88,216,2012-04-23,2020-06-04,349,False,20,Manhattan,Upper West Side,277,David F. Neal,davidneal28@outlook.com,2011-06-19,"New York, New York, United States",Within an hour,100.0,72.0,True,2900,-64,8.8
"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",Private room,2,87.0,4.75,8,2011-11-07,2018-12-11,172,False,12,Brooklyn,Williamsburg,131,Thomas M. Woodward,thomaswoodward@yahoo.com,2010-08-29,"New York, New York, United States",Within an hour,100.0,89.0,True,3068,477,9.6
CHARMING PRIVATE BEDROOM EAST VILLAGE,Private room,2,61.0,4.69,29,2012-09-01,2019-11-07,362,False,15,Manhattan,East Village,283,Nancy M. Ramsey,nancyr@outlook.com,2011-06-22,"New York, New York, United States",A few days or more,0.0,36.0,False,2769,146,8.8
City Room - Semi Private Bedroom,Private room,1,58.0,4.53,124,2011-06-28,2020-03-13,365,False,16,Manhattan,Harlem,141,Sherry B. Downey,sherrydowney@gmail.com,2010-10-07,"New York, New York, United States",Within a few hours,75.0,100.0,False,3200,19,9.5
Cozy apartment in a brownstone,Entire place,8,300.0,4.97,229,2011-09-26,2020-03-08,325,False,16,Manhattan,Harlem,284,June I. Thompson,jithompson51@yahoo.com,2011-06-22,"New York, New York, United States",Within a few hours,100.0,73.0,True,3110,24,8.8
Greenpoint Loft-  weekly use as private workspace,Entire place,2,85.43,4.91,125,2011-08-31,2020-02-21,68,False,11,Brooklyn,Greenpoint,285,Stephanie C. Edwards,stephaniecedwards90@hotmail.com,2011-06-23,"Brooklyn, New York, United States",Within an hour,100.0,86.0,False,3136,40,8.8
Private E. Village Townhouse Stay,Private room,2,175.0,4.98,184,2011-07-16,2019-12-15,357,False,15,Manhattan,East Village,286,Linda L. Green,lindagreen1@outlook.com,2011-06-24,"New York, New York, United States",Within an hour,100.0,77.0,True,3182,108,8.8
Incredible Prime Williamsburg Loft!,Entire place,3,250.0,4.98,40,2013-01-18,2019-08-07,89,True,12,Brooklyn,Williamsburg,263,Richard F. Meadows,richardfmeadows89@yahoo.com,2011-06-02,"New York, New York, United States",Within a day,50.0,0.0,False,2630,238,8.8
Large  Loft Style  Studio  Space,Entire place,4,65.0,4.29,91,2011-08-04,2020-08-01,320,True,7,Brooklyn,Bedford-Stuyvesant,289,Gerald L. Gutierrez,geraldg42@hotmail.com,2011-06-29,"New York, New York, United States",Within a few hours,84.0,100.0,True,3163,-122,8.8
Entire Apt in Heart of Williamsburg,Entire place,2,85.0,4.82,132,2012-01-03,2020-08-05,24,False,12,Brooklyn,Williamsburg,238,Brittany D. Ward,brittanyw@outlook.com,2011-05-10,"New York, New York, United States",Within an hour,100.0,96.0,True,3011,-126,8.9
PRIVATE and SUNNY Williamsburg Apt!,Entire place,6,149.0,4.7,433,2011-08-12,2020-03-11,299,False,12,Brooklyn,Williamsburg,216,Rachel B. Hanson,rachelhanson@gmail.com,2011-03-27,"New York, New York, United States",Within an hour,100.0,100.0,False,3155,21,9.0
Purple Room for 2/3 in brownstone $1450 per month,Private room,3,87.0,4.75,76,2011-10-29,2020-01-03,348,False,7,Brooklyn,Bedford-Stuyvesant,42,Blake Z. Munoz,blakem@gmail.com,2009-11-14,"New York, New York, United States",Within an hour,100.0,97.0,False,3077,89,10.4
Red Room for two in Brownstone for $1355/mo,Private room,2,78.0,4.92,51,2011-10-11,2020-03-01,322,False,7,Brooklyn,Bedford-Stuyvesant,42,Blake Z. Munoz,blakem@gmail.com,2009-11-14,"New York, New York, United States",Within an hour,100.0,97.0,False,3095,31,10.4
In the heart of East Village,Entire place,2,200.0,4.9,114,2011-09-16,2019-12-07,227,False,15,Manhattan,East Village,291,Martha D. Olsson,marthaolsson99@outlook.com,2011-07-03,"New York, New York, United States",Within an hour,100.0,80.0,True,3120,116,8.7
Manhattan Penthouse-Max.12 guests,Entire place,12,395.0,4.66,247,2011-07-11,2020-01-31,362,True,16,Manhattan,Harlem,554,Danielle D. Becker,daniellebecker46@outlook.com,2012-03-04,"New York, New York, United States",Within a few hours,100.0,100.0,False,3187,61,8.1
Prime Williamsburg 3 BR with Deck,Entire place,6,480.0,5.0,39,2015-09-06,2020-06-24,0,False,12,Brooklyn,Williamsburg,294,Randall T. Boyle,rtboyle98@hotmail.com,2011-07-04,"New York, New York, United States",Within a few hours,100.0,75.0,False,1669,-84,8.7
"Sunny 1-BR, Meatpacking District",Entire place,2,175.0,4.82,11,2012-09-19,2016-05-21,336,False,13,Manhattan,Chelsea,290,Pamela D. Walker,pamelaw32@yahoo.com,2011-06-29,"New York, New York, United States",A few days or more,0.0,0.0,False,2751,1411,8.8
â˜† STUDIO East Village â˜† Own bath! â˜† Sleeps 5,Entire place,5,98.0,4.57,323,2011-08-23,2020-07-27,360,False,15,Manhattan,East Village,257,Katelyn B. Kennedy,katelynbkennedy@yahoo.com,2011-05-26,"New York, New York, United States",Within an hour,88.0,98.0,False,3144,-117,8.9
Nice Manhattan Apt Near Central Park and Subway,Entire place,7,250.0,4.67,189,2011-07-30,2019-10-07,365,True,20,Manhattan,Upper West Side,297,Kathy C. Jackson,kathyjackson86@yahoo.com,2011-07-07,"Las Vegas, Nevada, United States",A few days or more,33.0,50.0,False,3168,177,8.7
Artistic East Village 1BR Apt.,Entire place,2,95.0,4.74,46,2011-08-07,2020-01-02,87,False,15,Manhattan,East Village,220,Terry W. Waite,twwaite90@yahoo.com,2011-04-10,"New York, New York, United States",Within an hour,100.0,85.0,True,3160,90,9.0
Creative Vintage Loft in S. Williamsburg,Entire place,4,85.0,4.81,98,2011-07-20,2020-03-18,227,False,12,Brooklyn,Williamsburg,300,Marvin R. Silva,marvins@hotmail.com,2011-07-11,"New York, New York, United States",Within a day,67.0,49.0,True,3178,14,8.7
spacious studio,Private room,2,78.0,4.97,262,2011-08-01,2020-03-08,89,False,11,Brooklyn,Greenpoint,305,Ronnie D. Nelson,ronnien63@yahoo.com,2011-07-16,"New York, New York, United States",Within an hour,100.0,63.0,True,3166,24,8.7
Luxury 2Bed/2.5Bath Central Park View,Entire place,9,2000.0,4.87,30,2012-01-03,2018-05-05,0,False,20,Manhattan,Upper West Side,309,Sean G. Scott,sgscott@gmail.com,2011-07-18,"New York, New York, United States",Within an hour,100.0,100.0,False,3011,697,8.7
Cosy Sunny 1brm in Prospect Heights,Entire place,2,97.0,4.61,33,2011-08-21,2019-08-09,335,False,9,Brooklyn,Crown Heights,317,Cindy R. Hall,crhall15@outlook.com,2011-07-19,"New York, New York, United States",Within a day,100.0,0.0,False,3146,236,8.7
East Village bedroom w rooftop,Private room,1,100.0,4.74,50,2011-11-14,2020-01-03,0,False,15,Manhattan,East Village,318,Eleanor M. Stephenson,eleanormstephenson85@yahoo.com,2011-07-20,"New York, New York, United States",Within a few hours,100.0,57.0,False,3061,89,8.7
"Cozy Williamsburg Apt,  1bd/1ba  (28day minimum)",Entire place,2,85.0,4.7,27,2011-08-16,2020-05-19,192,False,12,Brooklyn,Williamsburg,322,Margaret S. Jamal,margaretsjamal@hotmail.com,2011-07-25,"New York, New York, United States",Within a few hours,100.0,100.0,True,3151,-48,8.7
Luxury Room with Central Park Views,Private room,2,600.0,5.0,40,2011-09-04,2013-09-14,365,False,20,Manhattan,Upper West Side,309,Sean G. Scott,sgscott@gmail.com,2011-07-18,"New York, New York, United States",Within an hour,100.0,100.0,False,3132,2391,8.7
Gorgeous Entire Manhattan Townhouse,Private room,4,100.0,4.89,132,2011-09-12,2020-02-18,17,False,16,Manhattan,Harlem,326,Julia I. Vazquez,juliaivazquez@hotmail.com,2011-07-26,"New York, New York, United States",Within a day,100.0,87.0,False,3124,43,8.7
A PRIVATE FLAT / APARTMENT- $SPECIAL$,Entire place,2,125.0,4.74,303,2011-09-04,2020-03-12,363,False,1,Bronx,Allerton,328,John B. Hayden,johnhayden@hotmail.com,2011-07-26,"New York, New York, United States",Within an hour,100.0,93.0,False,3132,20,8.7
Sun-drenched East Village Penthouse,Private room,2,97.0,4.99,88,2011-09-05,2020-01-07,365,False,15,Manhattan,East Village,338,Dale B. Connors,dalebconnors35@gmail.com,2011-08-04,"New York, New York, United States",Within an hour,100.0,67.0,True,3131,85,8.7
Large room in elevator drman bldg,Private room,3,68.0,4.82,320,2013-04-22,2020-02-08,332,False,16,Manhattan,Harlem,344,Carol J. Fraser,carolf@outlook.com,2011-08-13,"New York, New York, United States",Within an hour,100.0,97.0,True,2536,53,8.6
"Private, Comfy, Cozy, Brooklyn close to Manhattan",Entire place,2,123.0,4.97,227,2011-09-16,2020-07-04,358,False,7,Brooklyn,Bedford-Stuyvesant,159,Benjamin I. Burton,benjaminiburton@hotmail.com,2010-11-16,"New York, New York, United States",Within an hour,100.0,100.0,True,3120,-94,9.4
Ideal Brooklyn Brownstone Apartment,Entire place,3,145.0,4.99,135,2011-09-07,2020-01-03,227,False,7,Brooklyn,Bedford-Stuyvesant,350,Nancy V. Lee,nancylee@hotmail.com,2011-08-23,"New York, New York, United States",Within a few hours,100.0,100.0,False,3129,89,8.6
Williamsburg Exposed Brick Loft,Entire place,2,190.0,4.89,38,2011-11-28,2020-08-05,336,False,12,Brooklyn,Williamsburg,352,Jason M. Joy,jmjoy@yahoo.com,2011-08-24,"New York, New York, United States",Within a day,90.0,24.0,False,3047,-126,8.6
Welcome to Brooklyn! Bed-Stuy,Entire place,4,65.0,4.65,54,2011-09-24,2020-07-29,0,True,7,Brooklyn,Bedford-Stuyvesant,355,Ricky J. Parker,rickyp@gmail.com,2011-08-28,"Washington, District of Columbia, United States",Within an hour,100.0,97.0,False,3112,-119,8.6
Sunnyside NYC/ AC room/ city views/ near Midtown,Private room,2,50.0,4.99,281,2012-03-15,2020-03-16,102,False,26,Queens,Sunnyside,356,Scott A. Hart,scotthart48@yahoo.com,2011-08-28,"New York, New York, United States",Within an hour,100.0,95.0,True,2939,16,8.6
Greenpoint Waterfront Loft,Entire place,4,185.0,4.91,228,2011-09-08,2018-04-25,289,False,11,Brooklyn,Greenpoint,166,Denise C. Mata,denisem@hotmail.com,2010-12-01,"Brooklyn, New York, United States",Within a few hours,100.0,83.0,True,3128,707,9.3
Sunny Central Williamsburg Apt,Entire place,3,150.0,4.94,17,2011-10-24,2020-03-10,0,True,12,Brooklyn,Williamsburg,196,Michele M. Mead,michelemmead@yahoo.com,2011-02-22,"New York, New York, United States",Within an hour,90.0,93.0,True,3082,22,9.1
East Village House -- Unique!,Entire place,2,250.0,4.82,50,2016-01-01,2019-12-29,0,False,15,Manhattan,East Village,151,Jacqueline M. Robles,jacquelinemrobles43@hotmail.com,2010-10-27,"New York, New York, United States",Within a day,100.0,82.0,False,1552,94,9.4
"Sunny, calm room in Victorian home",Private room,2,60.0,4.89,175,2011-09-13,2020-03-13,250,False,7,Brooklyn,Bedford-Stuyvesant,365,Travis J. Shin,tjshin38@outlook.com,2011-09-05,"New York, New York, United States",Within a few hours,90.0,95.0,True,3123,19,8.6
"Lovely Bdr in Harlem, Manhattan",Private room,1,85.0,4.76,37,2012-06-16,2019-10-23,0,False,16,Manhattan,Harlem,369,Brittany M. Lawrence,bmlawrence87@gmail.com,2011-09-10,"New York, New York, United States",A few days or more,40.0,43.0,False,2846,161,8.6
Large Artist Floorthru- Greenpoint,Entire place,3,70.0,5.0,22,2011-10-18,2019-03-15,350,False,11,Brooklyn,Greenpoint,371,Douglas C. Fuller,douglascfuller@gmail.com,2011-09-12,"New York, New York, United States",Within a day,50.0,36.0,False,3088,383,8.6
Charming room in Victorian home,Private room,2,60.0,4.77,137,2011-09-26,2020-02-10,364,False,7,Brooklyn,Bedford-Stuyvesant,365,Travis J. Shin,tjshin38@outlook.com,2011-09-05,"New York, New York, United States",Within a few hours,90.0,95.0,True,3110,51,8.6
charming alcove studio with balcony,Entire place,2,130.0,4.73,11,2011-10-13,2019-09-01,363,False,12,Brooklyn,Williamsburg,373,Betty T. Galvez,bettygalvez52@yahoo.com,2011-09-14,"New York, New York, United States",Within a few hours,100.0,0.0,False,3093,213,8.5
Sunny 2 bdrm W'burg Duplex w/ 3 beds. 5* superhost,Entire place,5,139.0,4.99,153,2011-10-02,2020-08-03,129,False,12,Brooklyn,Williamsburg,303,Cheryl J. Brooks,cherylb@hotmail.com,2011-07-13,"New York, New York, United States",Within an hour,100.0,89.0,True,3104,-124,8.7
WONDERFUL/ SLEEP 4 APARTMENT  IN BROOKLYN,Entire place,4,130.0,4.66,255,2011-09-25,2020-03-17,339,False,7,Brooklyn,Bedford-Stuyvesant,127,Brandon T. Holley,btholley11@outlook.com,2010-08-22,"Brooklyn, New York, United States",Within an hour,100.0,100.0,False,3111,15,9.6
beautiful brownstone,Entire place,4,145.0,4.76,240,2014-08-08,2020-07-11,363,False,7,Brooklyn,Bedford-Stuyvesant,1803,Betty S. Michelle,bsmichelle42@yahoo.com,2014-07-22,"New York, New York, United States",Within an hour,100.0,93.0,False,2063,-101,5.7
Monthly Apartment Rental,Entire place,2,125.0,4.91,115,2011-09-28,2019-06-30,365,False,14,Manhattan,East Harlem,161,Edna L. Arroyo,ednaa82@hotmail.com,2010-11-19,"New York, New York, United States",Within an hour,100.0,100.0,True,3108,276,9.4
(D) BIG DEAL,Private room,3,75.0,4.03,31,2011-10-10,2018-10-14,365,False,23,Queens,Jamaica,26,Virginia G. Castillo,virginiacastillo@gmail.com,2009-07-27,"New York, New York, United States",Within a few hours,83.0,88.0,False,3096,535,10.7
Beautiful 1 BR w/ Exposed Brick,Private room,1,70.0,4.57,23,2011-11-06,2015-05-25,365,False,15,Manhattan,East Village,354,Virginia J. Lui,virginiajlui11@gmail.com,2011-08-25,"New York, New York, United States",Within a day,60.0,24.0,False,3069,1773,8.6
Bright + Near Central Park + Columbia University!,Entire place,2,79.0,4.31,72,2011-11-01,2020-06-25,229,True,16,Manhattan,Harlem,105,Courtney A. Arellano,courtneyarellano@gmail.com,2010-06-19,"New York, New York, United States",Within a day,50.0,50.0,False,3074,-85,9.8
Stylish Studio with exclusive Terrace,Entire place,2,135.0,4.81,143,2011-10-17,2020-04-15,260,False,18,Manhattan,Midtown,388,Dorothy T. Dsouza,dorothyd@gmail.com,2011-10-02,"New York, New York, United States",Within a day,100.0,77.0,False,3089,-14,8.5
"Williamsburg Garden Home, 5 minutes from Manhattan",Entire place,1,150.0,4.97,162,2011-12-15,2020-03-18,107,False,12,Brooklyn,Williamsburg,390,Kenneth J. Lugo,kennethlugo@gmail.com,2011-10-03,"New York, New York, United States",Within a few hours,100.0,93.0,True,3030,14,8.5
"BIG 1br, SLEEPS 4, dishwashr, TV",Entire place,5,146.43,4.66,32,2012-09-17,2020-03-07,365,False,12,Brooklyn,Williamsburg,399,Justin J. Taylor,justinjtaylor83@yahoo.com,2011-10-10,"New York, New York, United States",Within an hour,100.0,71.0,False,2753,25,8.5
Brooklyn Brownstone apartment,Entire place,4,80.0,4.73,185,2011-10-18,2020-05-24,311,False,7,Brooklyn,Bedford-Stuyvesant,404,Sheila M. Washington,sheilaw58@yahoo.com,2011-10-13,"New York, New York, United States",Within a day,83.0,91.0,False,3088,-53,8.5
Studio Loft,Entire place,4,150.0,4.91,44,2011-11-14,2020-03-09,352,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,3061,23,9.1
Studio Loft,Entire place,4,150.0,4.91,90,2012-05-15,2020-03-07,338,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,2878,25,9.1
Studio Loft,Entire place,4,150.0,4.83,46,2011-12-20,2020-02-29,352,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,3025,32,9.1
Studio Loft,Entire place,4,150.0,4.82,57,2012-04-21,2020-03-06,351,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,2902,26,9.1
Studio Loft,Entire place,4,209.0,4.71,24,2013-05-15,2018-11-06,352,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,2513,512,9.1
Studio Loft,Entire place,4,209.0,4.61,38,2011-12-13,2020-03-08,352,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,3032,24,9.1
Studio Loft,Entire place,4,150.0,4.86,28,2012-05-10,2020-02-25,352,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,2883,36,9.1
Studio Loft,Entire place,4,199.0,4.9,40,2013-10-20,2020-07-31,0,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,2355,-121,9.1
Penthouse Cottage style In UWS    2 to 4 people,Entire place,4,100.0,4.82,44,2011-11-05,2020-02-29,174,True,20,Manhattan,Upper West Side,411,Julie P. Campos,juliepcampos22@outlook.com,2011-10-18,"New York, New York, United States",Within an hour,100.0,92.0,True,3070,32,8.5
Pre-War Williamsburg Loft,Entire place,2,180.0,4.85,20,2019-09-14,2020-08-03,0,False,12,Brooklyn,Williamsburg,412,Betty R. Anderson,bettyanderson88@yahoo.com,2011-10-19,"New York, New York, United States",Within a few hours,100.0,43.0,False,200,-124,8.5
Prime Williamsburg Loft off Bedford,Private room,2,85.0,4.99,277,2011-12-01,2020-07-27,0,False,12,Brooklyn,Williamsburg,401,Brett F. Wong,bfwong85@yahoo.com,2011-10-11,"New York, New York, United States",Within an hour,90.0,100.0,True,3044,-117,8.5
Loft Suite @ The Box House Hotel,Entire place,4,160.0,4.98,108,2012-08-14,2020-03-08,349,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,2787,24,9.1
Loft Suite @ The Box House Hotel,Entire place,4,160.0,4.91,44,2012-05-18,2019-10-07,352,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,2875,177,9.1
1 Bedroom Apartment with Private Terrace,Private room,4,299.0,4.86,7,2014-10-20,2020-08-01,230,True,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,1990,-122,9.1
2 BR Duplex @ Box House Hotel,Private room,6,599.0,4.86,7,2012-04-11,2018-11-16,215,False,11,Brooklyn,Greenpoint,202,Dennis C. Iyer,dennisiyer@hotmail.com,2011-03-01,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,2912,502,9.1
